目录编号,视频ID,视频标题,发布时间_格式化,点赞数,分享数,播放数,层级,评论ID,评论内容,评论用户,评论用户ID,评论点赞数,回复数,评论时间,IP属地,回复目标用户
014,7353867736360996148,种树这件事中国有多努力？卫星视角看中国种出绿色奇迹🌳 #绘说现代化#捉春天大会,2024-04-04 12:42:48,39102,6609,1837677,L1,7354162871724507967,中国威武,三军,83721260039,35,0,2024-04-05 07:48:00,湖北,
022,7375336861302033698,6座大型水电站，跨越1800多公里…数说世界最大清洁能源走廊👍 #绘说现代化,2024-06-01 12:00:00,31344,5444,1541046,L1,7375517893738398502,生态循环，生命之源。,人非聖賢,95665706350,35,0,2024-06-01 20:56:22,广东,
025,7382852856467967243,一条大运河，半部华夏史。中国大运河申遗成功十周年，一起感受穿越千年的世界遗产中国大运河！#何以中国运载千秋  #盛世中华何以中国  #绘说现代化,2024-06-21 15:19:50,95933,8621,2856309,L1,7382914010401735434,好壮观[赞][赞],@吃货菜菜,96944292253,35,0,2024-06-21 19:17:04,广东,
047,7440437279287561506,应对气候变化，中国在行动！80秒感受中国式现代化的磅礴力量！#绘说现代化,2024-11-23 19:37:05,20211,3649,1210905,L1,7441005885927359266,绿色行动再路上,文旅东乡,99431810656,35,0,2024-11-25 08:23:17,,
058,7469214648441556278,尔滨正式进入“亚冬时间”， 听易烊千玺、单依纯演唱的《尔滨的雪》，感受龙江冰雪热辣滚烫！#绘说现代化,2025-02-09 08:48:11,4056,101,213920,L1,7469343000880317243,听了好多遍，易烊千玺声线温柔有力量[爱心],通惠河北路,14771894923,35,0,2025-02-09 17:05:42,陕西,
061,7477032888144235810,两会时间即将开启，这份惠农“大礼包”请查收！ #绘说现代化,2025-03-02 10:30:17,5714,693,315106,L1,7477035379179553594,[泪奔][泪奔][泪奔]农村学校能回归吗,玻璃心,99387086486004,35,10,2025/3/2 10:36,广东,
004,7328196474980797715,科技让会种地变成慧种地！全国农作物耕种收综合机械化率已超过73% #绘说现代化,2024-01-26 08:25:26,21792,7226,1160108,L1,7328241819631239948,现在种地的越来越少了，好多年轻人都出去打工了。,如琢如磨,3544430713515455,34,0,2024-01-26 11:21:06,广西,
004,7328196474980797715,科技让会种地变成慧种地！全国农作物耕种收综合机械化率已超过73% #绘说现代化,2024-01-26 08:25:26,21792,7226,1160108,L1,7328326323917980456,不是平原地区还得自己耕种,萌六六,102914878920,34,0,2024-01-26 16:48:58,甘肃,
022,7375336861302033698,6座大型水电站，跨越1800多公里…数说世界最大清洁能源走廊👍 #绘说现代化,2024-06-01 12:00:00,31344,5444,1541046,L1,7375522129956242230,这些大型水电站，发那么多电，对社会和经济发展贡献巨大,用户3716457954688,69886496604,34,0,2024-06-01 21:12:49,江西,
043,7429939082479881487,茂名的荔枝、枣庄的石榴、东山的海鲜…90秒看中国农业大有可为！#绘说现代化,2024-10-26 12:43:15,8887,1275,545252,L1,7429945243855160118,茂名荔枝上人民网[比心],星辰（生活号）,60538791897,34,2,2024-10-26 13:02:21,广东,
043,7429939082479881487,茂名的荔枝、枣庄的石榴、东山的海鲜…90秒看中国农业大有可为！#绘说现代化,2024-10-26 12:43:15,8887,1275,545252,L1,7430297435082556186,东北农民种了一年地发现倒欠四百[捂脸],用户8246434479663,1027377149249787,34,0,2024-10-27 11:49:01,贵州,
052,7453401499742342454,现在的中国航天有多强？综合实力不断提升，太空探索范围更深更广！一起感受❤️#绘说现代化,2024-12-28 18:05:09,6877,147,518799,L1,7453438123725390630,我想想问问，到底在月球背面发现了什么[发呆],有故事的猫,100704564830,34,0,2024-12-28 20:26:40,陕西,
052,7453401499742342454,现在的中国航天有多强？综合实力不断提升，太空探索范围更深更广！一起感受❤️#绘说现代化,2024-12-28 18:05:09,6877,147,518799,L1,7453435963155874596,就应该判死刑，这样下去越来越多人不愿意结婚的,小包包,93519336262,34,0,2024-12-28 20:18:16,江苏,
004,7328196474980797715,科技让会种地变成慧种地！全国农作物耕种收综合机械化率已超过73% #绘说现代化,2024-01-26 08:25:26,21792,7226,1160108,L1,7328241945675105060,我们的口粮要牢牢抓在自己手里,yw,3834687534675608,33,0,2024-01-26 11:21:39,山东,
016,7359779242793569573,覆盖人群更广、保障能力更强，1分钟看医保如何守护全民健康❤️#绘说现代化,2024-04-20 11:02:25,4950,201,364149,L1,7359785013631845174,小区门口一支护手霜，有医保卖36.8没医保卖9.9还买一送一[尬笑][尬笑],帅哥乐乐,2396588441082925,33,2,2024-04-20 11:24:44,浙江,
022,7375336861302033698,6座大型水电站，跨越1800多公里…数说世界最大清洁能源走廊👍 #绘说现代化,2024-06-01 12:00:00,31344,5444,1541046,L1,7375528408028480271,维护好生命之源啊,未来可期(*•̀ᴗ•́*)و ̑̑,1939962496556659,33,0,2024-06-01 21:37:11,浙江,
022,7375336861302033698,6座大型水电站，跨越1800多公里…数说世界最大清洁能源走廊👍 #绘说现代化,2024-06-01 12:00:00,31344,5444,1541046,L1,7375520830279713599,中国这么多的水电站为什么电价还降不了？反而是涨了呢？,风生水起,3606017133514968,33,2,2024-06-01 21:07:46,浙江,
025,7382852856467967243,一条大运河，半部华夏史。中国大运河申遗成功十周年，一起感受穿越千年的世界遗产中国大运河！#何以中国运载千秋  #盛世中华何以中国  #绘说现代化,2024-06-21 15:19:50,95933,8621,2856309,L1,7382900665650430757,真佩服古人的智慧[赞],冇钩钓鱼郎,101760941564,33,0,2024-06-21 18:25:20,广东,
025,7382852856467967243,一条大运河，半部华夏史。中国大运河申遗成功十周年，一起感受穿越千年的世界遗产中国大运河！#何以中国运载千秋  #盛世中华何以中国  #绘说现代化,2024-06-21 15:19:50,95933,8621,2856309,L1,7382916809806676770,一条大河，波浪宽,梅*,111167335833,33,0,2024-06-21 19:27:57,安徽,
034,7406599046112005428,累计调水740多亿立方米！90秒看南水北调工程有多牛👍 #绘说现代化,2024-08-24 15:07:19,14117,1155,686701,L1,7406935054856045324,自从喝上丹江水，感觉水质都变甜了,高山流水,883630336389191,33,2,2024-08-25 12:51:02,河南,
044,7432554739042176308,设备“更新”产业“焕新”！100秒看“两新”工作新在哪🔥 #绘说现代化,2024-11-02 13:48:44,17898,4175,1012916,L1,7432773562287588156,老旧船舶报废政策啥时候开始啊[捂脸],未命名@,82370272826,33,0,2024-11-03 03:58:22,广东,
052,7453401499742342454,现在的中国航天有多强？综合实力不断提升，太空探索范围更深更广！一起感受❤️#绘说现代化,2024-12-28 18:05:09,6877,147,518799,L1,7453417686547874595,我最亲爱的祖国，请保护妇女儿童,孤岛,99072976949,33,0,2024-12-28 19:07:21,陕西,
058,7469214648441556278,尔滨正式进入“亚冬时间”， 听易烊千玺、单依纯演唱的《尔滨的雪》，感受龙江冰雪热辣滚烫！#绘说现代化,2025-02-09 08:48:11,4056,101,213920,L1,7469397716931461925,易烊千玺唱歌真好听啊[玫瑰][玫瑰],内向的精神病🤪,2516096450050207,33,0,2025-02-09 20:38:02,青海,
099,7575341215181977930,中国人的饭碗端得更牢了！2024年，全国粮食产量首次突破1.4万亿斤；2024年底，农业科技进步贡献率达到63.2%！#绘说现代化 #AI大家创 #媒体精选计划,2025-11-22 08:32:55,21968,1647,1137943,L1,7575816150224028422,为什么你用AI下面没有提示[抠鼻],加勒比,95058851221,33,0,2025-11-23 15:15:52,天津,
003,7325747193879497995,人才是希望田野的“绘就者”，当前我国农村实用人才超2300万！#绘说现代化,2024-01-19 18:00:44,6816,255,387697,L1,7325752739375285028,为什么有些地方种地还要证件连自家门口种一些蔬菜都需要证件,黄先生,2334954548893747,32,7,2024-01-19 18:22:09,菲律宾,
004,7328196474980797715,科技让会种地变成慧种地！全国农作物耕种收综合机械化率已超过73% #绘说现代化,2024-01-26 08:25:26,21792,7226,1160108,L1,7328242650312803106,越来越好。。,太傻哥,80943456746,32,0,2024-01-26 11:24:18,四川,
012,7349382897159163188,一年之计在于春，一年好景在春耕。春耕这件事中国人有多认真？#绘说现代化,2024-03-23 10:39:22,26333,3475,1533093,L1,7349796168308146978,人民网[赞]每天都不会错过～,小晓,96046552241,32,0,2024-03-24 13:22:57,湖南,
012,7349382897159163188,一年之计在于春，一年好景在春耕。春耕这件事中国人有多认真？#绘说现代化,2024-03-23 10:39:22,26333,3475,1533093,L1,7349812718122353419,怎么做才能嫁给地主？,桃子sweet,88424803212080,32,0,2024-03-24 14:27:11,河北,
014,7353867736360996148,种树这件事中国有多努力？卫星视角看中国种出绿色奇迹🌳 #绘说现代化#捉春天大会,2024-04-04 12:42:48,39102,6609,1837677,L1,7353996384305840905,植树造林利国利民,温暖,1490565524357555,32,0,2024-04-04 21:01:54,江西,
016,7359779242793569573,覆盖人群更广、保障能力更强，1分钟看医保如何守护全民健康❤️#绘说现代化,2024-04-20 11:02:25,4950,201,364149,L1,7359782754420261672,有医保还是没便宜，只要去医院了，没啥病，也说有病,阳阳好物,1820439205131607,32,4,2024-04-20 11:16:00,河北,
021,7372772681235647780,向新而行！在辽宁，感受中国式现代化的磅礴力量🔥#行进看中国 #绘说现代化,2024-05-25 11:23:43,4965,188,276386,L1,7372773978286621480,共和国长子，温和谦逊，发展创新[大笑][大笑][大笑][大笑],东邦垚垚,2418525172142172,32,1,2024-05-25 11:28:35,辽宁,
022,7375336861302033698,6座大型水电站，跨越1800多公里…数说世界最大清洁能源走廊👍 #绘说现代化,2024-06-01 12:00:00,31344,5444,1541046,L1,7375519371874157312,厉害了[赞][赞][赞]  千年一遇的洪水应该也不怕了[赞][赞][赞],晚昏.,2110666659337831,32,0,2024-06-01 21:02:07,甘肃,
022,7375336861302033698,6座大型水电站，跨越1800多公里…数说世界最大清洁能源走廊👍 #绘说现代化,2024-06-01 12:00:00,31344,5444,1541046,L1,7375519193440404263,把生态做好也是重点之重。,茹雪,67235381701,32,0,2024-06-01 21:01:25,新疆,
025,7382852856467967243,一条大运河，半部华夏史。中国大运河申遗成功十周年，一起感受穿越千年的世界遗产中国大运河！#何以中国运载千秋  #盛世中华何以中国  #绘说现代化,2024-06-21 15:19:50,95933,8621,2856309,L1,7382899096686920485,有没有人告诉我，申遗有什么用,浙江云源,104768979709,32,0,2024-06-21 18:19:14,浙江,
025,7382852856467967243,一条大运河，半部华夏史。中国大运河申遗成功十周年，一起感受穿越千年的世界遗产中国大运河！#何以中国运载千秋  #盛世中华何以中国  #绘说现代化,2024-06-21 15:19:50,95933,8621,2856309,L1,7382866345757901578,大运河中国的骄傲[赞][赞][赞],我心飞翔,60516770501,32,0,2024-06-21 16:12:09,福建,
031,7398734116654468367,暑期旅游，“热”力十足；新型消费，不断拓展！80秒看活力中国潜力十足🔥#绘说现代化,2024-08-03 10:27:20,9139,940,715977,L1,7398815979285644082,喜欢看这盛世中华，人民安居乐业！,胡少鹰,4441682441955629,32,0,2024-08-03 15:44:52,辽宁,
043,7429939082479881487,茂名的荔枝、枣庄的石榴、东山的海鲜…90秒看中国农业大有可为！#绘说现代化,2024-10-26 12:43:15,8887,1275,545252,L1,7430292745451029263,听说今年粮食又增产了啊[大笑],平常心,852851845771310,32,4,2024-10-27 11:30:48,江苏,
052,7453401499742342454,现在的中国航天有多强？综合实力不断提升，太空探索范围更深更广！一起感受❤️#绘说现代化,2024-12-28 18:05:09,6877,147,518799,L1,7453450895784117049,支持判死刑，请祖国保护妇女儿童,小朋友早安,59584187562,32,0,2024-12-28 21:16:12,山东,
052,7453401499742342454,现在的中国航天有多强？综合实力不断提升，太空探索范围更深更广！一起感受❤️#绘说现代化,2024-12-28 18:05:09,6877,147,518799,L1,7453441787174191906,11 年 太轻了不够,Fickle…,102169487435,32,0,2024-12-28 20:40:53,重庆,
052,7453401499742342454,现在的中国航天有多强？综合实力不断提升，太空探索范围更深更广！一起感受❤️#绘说现代化,2024-12-28 18:05:09,6877,147,518799,L1,7453429282901279538,支持判死刑，祖国请保护妇女儿童[玫瑰][玫瑰][玫瑰],Ankey丽丽,106717414724,32,0,2024-12-28 19:52:21,广东,
092,7557154952491502898,新疆午后阳光点亮北京夜景，绿电7毫秒从天山直抵重庆.....风机成林、光伏连片，新疆风光点亮万家灯火👍#绘说现代化 #AI大家创,2025-10-04 08:20:58,20718,341,373203,L1,7557556551419478793,[赞][赞][赞],牛魔王,1486140704555883,32,0,2025-10-05 10:19:18,广东,
004,7328196474980797715,科技让会种地变成慧种地！全国农作物耕种收综合机械化率已超过73% #绘说现代化,2024-01-26 08:25:26,21792,7226,1160108,L1,7328298857464611610,感觉怎么样啊？呵呵^_^呵呵🙂点赞👍🏻👍🏻👍🏻,Wangjieabcde,3949865892317036,31,0,2024-01-26 15:02:25,海南,
004,7328196474980797715,科技让会种地变成慧种地！全国农作物耕种收综合机械化率已超过73% #绘说现代化,2024-01-26 08:25:26,21792,7226,1160108,L1,7328209061768577826,昨天刷到说农业局主张推广转基金大米大豆是真的吗？,燕子角儿,108816520203,31,2,2024-01-26 09:13:58,上海,
004,7328196474980797715,科技让会种地变成慧种地！全国农作物耕种收综合机械化率已超过73% #绘说现代化,2024-01-26 08:25:26,21792,7226,1160108,L1,7328237878701343488,因为农村很多黄荒地，最近很多专家质疑粮食增产，国家出来解释了[比心]，相信国家,不灭蓮,1003220354742623,31,0,2024-01-26 11:05:48,广东,
022,7375336861302033698,6座大型水电站，跨越1800多公里…数说世界最大清洁能源走廊👍 #绘说现代化,2024-06-01 12:00:00,31344,5444,1541046,L1,7375589430578676520,中国水利发电技术益发先进，点赞,陈绪凯,110937319690,31,0,2024-06-02 01:34:05,重庆,
022,7375336861302033698,6座大型水电站，跨越1800多公里…数说世界最大清洁能源走廊👍 #绘说现代化,2024-06-01 12:00:00,31344,5444,1541046,L1,7375521734374490918,世界最大6座清洁电站在我国！,退休生活,2594466005003712,31,0,2024-06-01 21:11:16,福建,
022,7375336861302033698,6座大型水电站，跨越1800多公里…数说世界最大清洁能源走廊👍 #绘说现代化,2024-06-01 12:00:00,31344,5444,1541046,L1,7375531655215711016,这些大型水电站，发那么多电，对社会和经济发展贡献巨大[赞],平平淡淡,55455607624,31,0,2024-06-01 21:49:46,重庆,
030,7396485913095834915,中国世界遗产总数达到59项！88秒看文化中国闪耀世界👏#绘说现代化,2024-07-28 09:03:13,12533,1099,840889,L1,7396621537883161394,中国是世界上拥有世界遗产类别最齐全的国家之一，也是世界自然遗产数量最多的国家、世界文化与自然双重遗产数量最多的国家之一。,山哥,104199001774,31,0,2024-07-28 17:49:16,安徽,
031,7398734116654468367,暑期旅游，“热”力十足；新型消费，不断拓展！80秒看活力中国潜力十足🔥#绘说现代化,2024-08-03 10:27:20,9139,940,715977,L1,7398777173059879707,是不是邹勾啊，什么苏家的人民网对吧,@l,668095039677784,31,0,2024-08-03 13:14:14,江西,
034,7406599046112005428,累计调水740多亿立方米！90秒看南水北调工程有多牛👍 #绘说现代化,2024-08-24 15:07:19,14117,1155,686701,L1,7406893479211647754,没有女朋友怎么办，,岁月鎏金,109442951636,31,0,2024-08-25 10:09:42,天津,
046,7437907374364495119,我国制造业规模已连续14年位居世界第一！60秒看中国制造步履铿锵🔥#绘说现代化,2024-11-16 23:59:46,6154,492,370747,L1,7437934401901806399,老子想让你知道什么你才能知道什么想让你说什么才能说什么--互联网时代,🌈惊恐的jj,93184536076,31,2,2024-11-17 01:44:27,广东,
047,7440437279287561506,应对气候变化，中国在行动！80秒感受中国式现代化的磅礴力量！#绘说现代化,2024-11-23 19:37:05,20211,3649,1210905,L1,7440847378771280691,怎么应对气候变化呢？,家碧,109929520601,31,0,2024-11-24 22:08:09,重庆,
052,7453401499742342454,现在的中国航天有多强？综合实力不断提升，太空探索范围更深更广！一起感受❤️#绘说现代化,2024-12-28 18:05:09,6877,147,518799,L1,7453447859675218688,结婚证不应成为丈夫殴打妻子的护身符！,It will pass,3878682902679595,31,0,2024-12-28 21:04:27,浙江,
099,7575341215181977930,中国人的饭碗端得更牢了！2024年，全国粮食产量首次突破1.4万亿斤；2024年底，农业科技进步贡献率达到63.2%！#绘说现代化 #AI大家创 #媒体精选计划,2025-11-22 08:32:55,21968,1647,1137943,L1,7575375831947854629,粮食丰收，饭碗稳稳端[赞],大吉皆如意,92369436704,31,0,2025-11-22 10:47:14,广东,
002,7323196776314457395,为了吃好饭中国人有多认真？我国种业科技已处于世界先进水平！#绘说现代化,2024-01-12 21:03:47,35042,2981,1453380,L2,7323466222573339426,转基因种子,舞,3910296114839447,30,0,2024-01-13 14:29:20,湖南,
004,7328196474980797715,科技让会种地变成慧种地！全国农作物耕种收综合机械化率已超过73% #绘说现代化,2024-01-26 08:25:26,21792,7226,1160108,L1,7328242343571800870,科技种田了[赞][赞][赞],路上，，，,76048985070,30,0,2024-01-26 11:23:08,安徽,
014,7353867736360996148,种树这件事中国有多努力？卫星视角看中国种出绿色奇迹🌳 #绘说现代化#捉春天大会,2024-04-04 12:42:48,39102,6609,1837677,L1,7354144486438503180,功在当代利在千秋！[赞][赞],斌斌,101622336248,30,0,2024-04-05 06:36:45,湖北,
016,7359779242793569573,覆盖人群更广、保障能力更强，1分钟看医保如何守护全民健康❤️#绘说现代化,2024-04-20 11:02:25,4950,201,364149,L1,7359791036387885824,我就想问农村医保为啥只有住院才能用？？,是王总呀,93451960531,30,6,2024-04-20 11:48:08,广东,
022,7375336861302033698,6座大型水电站，跨越1800多公里…数说世界最大清洁能源走廊👍 #绘说现代化,2024-06-01 12:00:00,31344,5444,1541046,L1,7375522938286539520,能不能拍一下六座大坝的回鱼系统，把生态做好也是重点之重[微笑],楚楚ぁ可可,99617110909,30,2,2024-06-01 21:15:56,江苏,
025,7382852856467967243,一条大运河，半部华夏史。中国大运河申遗成功十周年，一起感受穿越千年的世界遗产中国大运河！#何以中国运载千秋  #盛世中华何以中国  #绘说现代化,2024-06-21 15:19:50,95933,8621,2856309,L1,7382901368762581795,大运河都到了那几个省,木枝,698916795581452,30,0,2024-06-21 18:28:04,四川,
025,7382852856467967243,一条大运河，半部华夏史。中国大运河申遗成功十周年，一起感受穿越千年的世界遗产中国大运河！#何以中国运载千秋  #盛世中华何以中国  #绘说现代化,2024-06-21 15:19:50,95933,8621,2856309,L1,7382907582413275944,让古老大运河，是中华民族的奇迹[赞],日不落.,100313356656,30,0,2024-06-21 18:52:08,河北,
035,7409470825398635816,今年我国快递量已突破1000亿件！快递加速度，点赞便利中国！ #绘说现代化,2024-09-01 08:51:20,3297,95,177656,L1,7409471958838330164,我对象独占500件[你不大行][你不大行][你不大行],退伍上岸搭子,603010398960941,30,4,2024-09-01 08:55:31,河南,
052,7453401499742342454,现在的中国航天有多强？综合实力不断提升，太空探索范围更深更广！一起感受❤️#绘说现代化,2024-12-28 18:05:09,6877,147,518799,L1,7453418726000935740,11年够吗？国家觉得够吗？,谷里🍥谷怪🍭,62658159491,30,0,2024-12-28 19:11:22,内蒙古,
052,7453401499742342454,现在的中国航天有多强？综合实力不断提升，太空探索范围更深更广！一起感受❤️#绘说现代化,2024-12-28 18:05:09,6877,147,518799,L1,7453431330845393721,十一年太少,菲菲,97690379459,30,0,2024-12-28 20:00:17,四川,
002,7323196776314457395,为了吃好饭中国人有多认真？我国种业科技已处于世界先进水平！#绘说现代化,2024-01-12 21:03:47,35042,2981,1453380,L2,7323480276469826354,我和我的祖国一刻也不能分割，无论我走到哪里，都流出一首赞歌。,往后余生一两风,68037571947,29,0,2024-01-13 15:23:52,四川,
002,7323196776314457395,为了吃好饭中国人有多认真？我国种业科技已处于世界先进水平！#绘说现代化,2024-01-12 21:03:47,35042,2981,1453380,L2,7323223514261259017,教育，医疗，食品，这三样才是最重要的,王麻子(睡不醒),102198853876,29,0,2024-01-12 22:47:28,广东,
022,7375336861302033698,6座大型水电站，跨越1800多公里…数说世界最大清洁能源走廊👍 #绘说现代化,2024-06-01 12:00:00,31344,5444,1541046,L1,7375516003985261339,为什么我们每个月电费还要大几百块钱,香香小铺,2032327860684311,29,6,2024-06-01 20:49:00,广东,
028,7391385791232068904,投入联合收割机60多万台，小麦机收占比超98%！点赞中国夏收的科技范儿👍#绘说现代化,2024-07-14 15:12:13,8639,363,397083,L1,7391391814776800015,小时候割麦子累死了，现在一亩地一会儿收完了。,红三姑,8495939470,29,3,2024-07-14 15:35:17,江苏,
052,7453401499742342454,现在的中国航天有多强？综合实力不断提升，太空探索范围更深更广！一起感受❤️#绘说现代化,2024-12-28 18:05:09,6877,147,518799,L1,7453419322430571324,11年太少了,仅仅而已,3113414472246983,29,0,2024-12-28 19:13:41,四川,
057,7464755126457175307,从“中国年”到“世界节”！用剪纸风的春节，照见中国式现代化！#绘说现代化 #在抖音过好年 #非遗中国年,2025-01-28 08:23:26,5934,352,313058,L1,7464756622092436261,哇哦，一睁眼就看见了高质量视频，祝中国越来越好[送心][送心][送心],小洛读书电台,101584234104,29,3,2025-01-28 08:28:19,内蒙古,
088,7546788333142560026,国土面积只占全国约4%，却蕴藏了全国约20%的绿色能源！彩云之南，绿能澎湃！#绘说现代化,2025-09-06 09:53:07,35651,2152,757023,L1,7546861783924933418,可是工資低啊,龞潚,82489097149,29,2,2025-09-06 14:38:10,云南,
001,7320576816895348005,种地这件事中国人有多牛？中国人种出10亿亩高标准农田！#绘说现代化,2024-01-05 19:36:59,23559,427,946139,L2,7320583156339491621,吃米不忘育米人，手中有粮，心中不慌，科技兴农[赞][赞],川流不息（有关注必回）,668103300612429,28,0,2024-01-05 20:01:32,云南,
002,7323196776314457395,为了吃好饭中国人有多认真？我国种业科技已处于世界先进水平！#绘说现代化,2024-01-12 21:03:47,35042,2981,1453380,L2,7323199489140130570,春种、夏长、秋收、冬藏，四季轮回永不休[赞],汪大大,62675407162,28,0,2024-01-12 21:14:13,安徽,
012,7349382897159163188,一年之计在于春，一年好景在春耕。春耕这件事中国人有多认真？#绘说现代化,2024-03-23 10:39:22,26333,3475,1533093,L1,7349399570588467995,中国，农业大国，粮食重中之重，坚决反对进口转基因粮食。,天边,413024003295708,28,1,2024-03-23 11:43:57,河北,
012,7349382897159163188,一年之计在于春，一年好景在春耕。春耕这件事中国人有多认真？#绘说现代化,2024-03-23 10:39:22,26333,3475,1533093,L1,7349840793509610259,[赞][赞][赞][赞][赞][赞],用户3219035859145,111026564496,28,0,2024-03-24 16:16:09,甘肃,
012,7349382897159163188,一年之计在于春，一年好景在春耕。春耕这件事中国人有多认真？#绘说现代化,2024-03-23 10:39:22,26333,3475,1533093,L1,7349809324644893490,我说我不会种地可以不[捂脸],麒麟宝宝儿,4402065146131415,28,0,2024-03-24 14:14:01,河北,
014,7353867736360996148,种树这件事中国有多努力？卫星视角看中国种出绿色奇迹🌳 #绘说现代化#捉春天大会,2024-04-04 12:42:48,39102,6609,1837677,L1,7354143753466856192,植树造林 利在当代功在千秋[赞],冲浪者,1689307436293213,28,0,2024-04-05 06:33:54,上海,
022,7375336861302033698,6座大型水电站，跨越1800多公里…数说世界最大清洁能源走廊👍 #绘说现代化,2024-06-01 12:00:00,31344,5444,1541046,L1,7375531163702723340,还记得小时候动不动就拉闸限电，特别是过年那段时间。还有就是小时候村里到处查大功率电器，08以后感觉就不缺电了。我13年去发电机厂工作，都说没以前好买了[笑哭][笑哭][笑哭],醉里挑灯看剑,407271082820560,28,0,2024-06-01 21:47:52,广东,
022,7375336861302033698,6座大型水电站，跨越1800多公里…数说世界最大清洁能源走廊👍 #绘说现代化,2024-06-01 12:00:00,31344,5444,1541046,L1,7375526814791942963,希望电费能够少一点,花儿开与燕儿飞。,107951240855,28,0,2024-06-01 21:30:58,广西,
022,7375336861302033698,6座大型水电站，跨越1800多公里…数说世界最大清洁能源走廊👍 #绘说现代化,2024-06-01 12:00:00,31344,5444,1541046,L1,7375516049229660966,又创造了世界之最，厉害了我的国。,天生,593357814643710,28,0,2024-06-01 20:49:11,海南,
031,7398734116654468367,暑期旅游，“热”力十足；新型消费，不断拓展！80秒看活力中国潜力十足🔥#绘说现代化,2024-08-03 10:27:20,9139,940,715977,L1,7398762422833955647,男团体操视频呢？,张小星,74482786255,28,0,2024-08-03 12:17:01,安徽,
046,7437907374364495119,我国制造业规模已连续14年位居世界第一！60秒看中国制造步履铿锵🔥#绘说现代化,2024-11-16 23:59:46,6154,492,370747,L1,7437933874129683259,上个视频为什么不能评论,你吃大象鼻子屎,69605986629,28,6,2024-11-17 01:42:34,贵州,
052,7453401499742342454,现在的中国航天有多强？综合实力不断提升，太空探索范围更深更广！一起感受❤️#绘说现代化,2024-12-28 18:05:09,6877,147,518799,L1,7453453465257378598,支持判死刑 保护妇女儿童,yanyan,52623339280,28,0,2024-12-28 21:26:11,浙江,
088,7546788333142560026,国土面积只占全国约4%，却蕴藏了全国约20%的绿色能源！彩云之南，绿能澎湃！#绘说现代化,2025-09-06 09:53:07,35651,2152,757023,L1,7546812238768030514,云南的油价太高了[呲牙],破釜沉舟,93709207579,28,17,2025-09-06 11:25:54,广东,
090,7552348084685131054,追“风”逐“绿”！ 宁夏“绿电”0.0054秒即可闪送湖南，为国家构建新型能源体系贡献宁夏力量！#绘说现代化,2025-09-21 09:28:07,2578,63,78920,L1,7552350132080001802,国家电网就是这么牛[呲牙],依然,1715652195527540,28,0,2025-09-21 09:35:44,宁夏,
092,7557154952491502898,新疆午后阳光点亮北京夜景，绿电7毫秒从天山直抵重庆.....风机成林、光伏连片，新疆风光点亮万家灯火👍#绘说现代化 #AI大家创,2025-10-04 08:20:58,20718,341,373203,L1,7561684148282704686,[玫瑰][玫瑰][玫瑰],雪雪,165345138593515,28,0,2025-10-16 13:16:30,新加坡,
099,7575341215181977930,中国人的饭碗端得更牢了！2024年，全国粮食产量首次突破1.4万亿斤；2024年底，农业科技进步贡献率达到63.2%！#绘说现代化 #AI大家创 #媒体精选计划,2025-11-22 08:32:55,21968,1647,1137943,L1,7575833957498471211,80  90的人还记得拿着麦在地头烧着吃的感觉么？,一宝妈妈,307457460278151,28,6,2025-11-23 16:24:59,安徽,
001,7320576816895348005,种地这件事中国人有多牛？中国人种出10亿亩高标准农田！#绘说现代化,2024-01-05 19:36:59,23559,427,946139,L2,7320606224284812042,重农，护农，富农，强农！,678,2805553779971229,27,0,2024-01-05 21:31:01,山东,
002,7323196776314457395,为了吃好饭中国人有多认真？我国种业科技已处于世界先进水平！#绘说现代化,2024-01-12 21:03:47,35042,2981,1453380,L2,7323468855946085120,人民首先要吃饱！感谢育种人！,蜜薯,686536856703149,27,0,2024-01-13 14:39:33,吉林,
003,7325747193879497995,人才是希望田野的“绘就者”，当前我国农村实用人才超2300万！#绘说现代化,2024-01-19 18:00:44,6816,255,387697,L1,7325776477293691660,灌云[感谢][感谢][感谢],伊夏,4357869088,27,0,2024-01-19 19:54:15,江苏,
004,7328196474980797715,科技让会种地变成慧种地！全国农作物耕种收综合机械化率已超过73% #绘说现代化,2024-01-26 08:25:26,21792,7226,1160108,L1,7328306672214999819,大平原还是可以的，但种过的土地大部分是山区，应该发展山区农业机械化，这才是当务之急。光靠平原，中国的粮食是绝对不够的，一定要把山区发展起来，才能保障14亿人的吃喝问题。,方与圆。。。。。。。,686559576988268,27,0,2024-01-26 15:32:43,山东,
004,7328196474980797715,科技让会种地变成慧种地！全国农作物耕种收综合机械化率已超过73% #绘说现代化,2024-01-26 08:25:26,21792,7226,1160108,L1,7328242377318581004,我家地都没有了,宽心姐,4001858290457949,27,0,2024-01-26 11:23:14,四川,
004,7328196474980797715,科技让会种地变成慧种地！全国农作物耕种收综合机械化率已超过73% #绘说现代化,2024-01-26 08:25:26,21792,7226,1160108,L1,7328354913561756426,这个应该只适合平原吧,怕瓦落地,110753621911,27,0,2024-01-26 18:39:56,江西,
012,7349382897159163188,一年之计在于春，一年好景在春耕。春耕这件事中国人有多认真？#绘说现代化,2024-03-23 10:39:22,26333,3475,1533093,L1,7349822985170486027,牢牢守住粮食安全底线，为国家[赞][赞][赞][赞],默默等待,1261894959894407,27,0,2024-03-24 15:07:03,黑龙江,
